Title,Year,Abstract
student error pronouncing english vowel case study first year student english study program faculty culture study,2011,"… Sampel dalam penelitian ini adalah 39 mahasiswa tahun ajaran pertama di 13 kelas
Academic Speaking Fakultas Ilmu Budaya Universitas Brawijaya. Dalam data analisis, peneliti …"
potential bitter leaf vernonia amygdalina herbal medicine agent,2023,"Proses inflamasi melibatkan peningkatan permeabilitas vaskular, denaturasi protein, dan
perubahan membran. Flavonoid merupakan senyawa metabolit sekunder dengan aktivitas …"
effect financial leverage firm value market risk research consumer good industry listed indonesian stock exchange year,2014,"Perusahaan memproduksi barang untuk mendapatkan target laba. Sebuah perusahaan
memperoleh laba dari total pendapatan dikurangi biaya produksi yang dikeluarkan oleh …"
potential rainwater harvesting suitable land selection management using gi mcda ebenat district northwestern ethiopia,2020,"Rainwater harvesting (RWH) is the way to reduce the effects of mid-season dry spells and
drought, which often reduce crop yields. Geographic information system (GIS) with multi-…"
use ash biochar derived oil palm bunch coal fly ash improvement nutrient availability peat soil central kalimantan,2021,"Article history: Received 25 December 2020 Accepted 3 February 2021 Published 1 April
2021 The increment of peat soil productivity meets through ameliorant addition. Ameliorant …"
effect integrated use grass strip soil bund soil property southern ethiopia,2019,"Soil degradation is the major environmental and agricultural production problem in the highlands
of Ethiopia. The objectives of the study were to examine farmers’ use of grass strip and …"
Reflective Practice Stimulating Professional Growth English Department Lecturer Universitas Brawijaya Indonesia,2013,"… by the English Department lecturer(s) of Universitas Brawijaya. In addition, the variables of
… of 3 male and 12 female English Department lecturers of Universitas Brawijaya (n=15). 4 of …"
dynamic shoreline change analysis based integration remote sensing geographic information system gi technique pekalongan,2019,"Coastal areas are found in the dynamic zone at the interface between the three major natural
systems of the Earth's surface. The phenomenon of shoreline change is one of the most …"
phytoremediation tapioca wastewater using water hyacinth plant eichhornia crassipes,2015,"The objective of this study was to elucidate the possible phytoremediation of liquid waste of
tapioca industry using Eichhornia crassipes prior its usage for watering maize grown on an …"
artisanal mining activity land use abandoned mine site case giyani musina area limpopo province south,2021,"Article history: Received 11 March 2021 Accepted 27 March 2021 Published 1 April 2021
South Africa has many artisanal and small-scale mining (ASM) activities that some are …"
exploration marine tourism watulimo trenggalek regency challenge potential development strategy,2017,"Watulimo District, Trenggalek Regency is one of the area in East Java Province that has an
abundant marine potential. However, this huge potential has not been optimally developed …"
glyphosate biodegradation plant growth promoting bacteria effect paddy germination glyphosate contaminated soil,2017,"Glyphosate is the most widely used herbicide in Indonesia. Glyphosate persistence
between 55 days to 3 years. Widespread and uncontrolled use can cause weeds to become …"
effect ameliorants improvement soil fertility post gold mining land west kalimantan,2017,"The application of ameliorant has been suggested to improve soil fertility and crop growth in
post illegal gold mining (PIGM) lands. This study evaluated the effect of ameliorant types …"
antibacterial activity test evaluation pharmacognosy phytochemical screening extract globe amaranth gomphrena globosa,2017,"Indonesia is a rich biodiversity country where various medicinal plants have existed. One
species of medicinal plants is Globe Amaranth (Gomphrena globosa, Amaranthaceae). This …"
inventory invasive plant specie along corridor kawah ijen nature tourism park banyuwangi east java,2014,"A field survey was conducted in November 2013 to inventory invasive plant species present
along the corridor of Kawah Ijen Nature Tourism Park exploratively. Result showed that …"
Development Accounting Budget System General Service Board Universitas Brawijaya Study Interpreter,2014,"… of general service board Universitas Brawijaya using the … of general service board Universitas
Brawijaya done today. This … of general service board Universitas Brawijaya is to meet the …"
potential use indigenous nickel hyperaccumulators mining philippine,2013,"Uptake of nickel and three other heavy metals (copper, cobalt, and chromium) was examined
in 33 species of the common and rare native vascular plants growing in an ultramafic area …"
push pull motivation halal tourism,2020,"The purpose of this study was to examine empirically the causal relationships among push
and pull travel motivations, destination image, and tourists' travel satisfaction on halal tourism…"
socio economic impact policy artisanal gold mining relation sustainable agriculture case study sekotong west lombok,2017,"Artisanal and small scale gold mining (ASGM) activities at Sekotong Sub District, West Lombok
District, West Nusa Tenggara which use a traditional system have been operating since …"
application drip irrigation technology producing fruit salak pasir salacca zalacca var gulapasir season dry land,2014,"Naturally, Salak Gula Pasir (Salacca zalacca var. Gula Pasir) is flowering every three months
or four times a year, but only one or two flowering seasons that the flowers can develop into …"
structural modelling riparian tree diversity ecosystem degradation role determining water quality spring drain east java,2020,"This research was aimed to study the role of riparian trees and ecosystem degradation to
determine water quality in some springs and its channels located in East Java. The research …"
